source_language,target_language,source_text,target_text
twi,chinese,Wɔrebisa sɛ wɔbɛyɛ adwuma nnɔnhwere tiawa,他们要求缩短工作时间。
twi,chinese,Menim baabi a mesie.,我知道该躲在哪里。
twi,chinese,ɛmpaaba.,你不能放弃。
twi,chinese,Saa mpaboa no sua dodo.,这双鞋太小了。
twi,chinese,Medɔ GhanaNLP,我爱加南LP
twi,chinese,Ghana yɛ baabi a ɛyɛ dɛ yie,加纳是一个可爱的地方
twi,chinese,Yɛnyɛ wei mmom,让我们一起做吧
twi,chinese,Yɛnhwɛ yɛn ho so yie,让我们照顾好自己
twi,chinese,Ma yɛnhyehyɛ ɔman no mmom,让我们一起建设国家
twi,chinese,Woreba nnɛ?,你今天来吗
twi,chinese,Fa nsɛm bebree ka hoo wo aseɛ ha na sɔhwɛ,在下面添加更多数据并测试它
twi,chinese,Wei yɛ nwoma,这是一本书。
twi,chinese,Wei nyɛ nwoma,这不是一本书。
twi,chinese,Wei yɛ nwoma anaa?,这是一本书吗？
twi,chinese,ɛyɛ deɛn?,它是什么？
twi,chinese,ɛno yɛ twerɛdua,那是一支铅笔。
twi,chinese,ɛno nyɛ twerɛdua,那不是一支铅笔。
twi,chinese,Odumgyafoo no bubuu epono no,消防员把门砸开。
twi,chinese,Akosua ani agye seisei,阿科苏阿现在更快乐了。
twi,chinese,ɛnyɛ watch,这不是手表。
twi,chinese,Yɛnhwɛ map no,我们来看看地图吧。
twi,chinese,Wohunuu nsonsoeɛ bi anaa?,你注意到什么变化了吗？
twi,chinese,Akosua sere hwɛɛ ahɔhohwɛ nii no,阿科苏阿对女服务员微笑。
twi,chinese,Kwabena ntumi nfa hwee nkame ne nananom,夸贝纳不能拒绝他的孙子们任何事情。
twi,chinese,Wopɛ sɛ wohwɛ ahɔhoɔ wɔ nsanom bea wo nkwa nna nyinaa?,你想当一辈子调酒师吗？
twi,chinese,Dabiara na Adwoa fa paano kɛntɛn mma de kɔma ahiafoɔ na ɔsan hwɛ ayarefoɔ,每天，adwoa 都会给穷人带来装满面包的篮子，并照顾病人。
twi,chinese,Kwabena sɛe mmɔfra no anwia ahenfo dan no,夸贝纳摧毁了孩子们的沙堡。
twi,chinese,Abɔ nɔnson deda,已经七点了。
twi,chinese,ɔhemaa no te Buckingham Palace,女王住在白金汉宫。
twi,chinese,Medii me naawɔtwe awieɛ nyinna wɔ adesua bea a na mere nsua adeɛ,我整个周末都在图书馆学习。
twi,chinese,Hefa na menfa me nnoɔma fii no ngu,我应该把洗好的衣服放在哪里？
twi,chinese,Wɔaboa wɔn ho awie,他们准备好了。
twi,chinese,Adesua bea no wɔ kuro no nfinimfini,图书馆位于市中心。
twi,chinese,Mepɛ sɛ metua akyire,我想稍后付款。
twi,chinese,Worehwehwɛ obi anaa?,你在找人吗？
twi,chinese,Woanya nkratoɔ,你有消息。
twi,chinese,Wokae sɛ wobedum gya no?,你记得关掉煤气吗？
twi,chinese,ɛwɔ nsunsuansoɔ wo asɛm yi ho,对这个问题有一定的影响。
twi,chinese,Kwabena wɔ nnamfoɔ akukudam bebree,夸贝纳有很多有权势的朋友。
twi,chinese,Me papa nni fie,我父亲不在家。
twi,chinese,Kwabena nom nnuru bɔne,夸贝纳有吸毒问题。
twi,chinese,Menyaa adwene pa sɛ mesua ade wɔ aburokyire,我有出国留学的好心情。
twi,chinese,Wowɔ biribi kakyerɛ Kwabena?,你有什么想告诉夸贝纳的吗？
twi,chinese,Wobɛpɛ sɛ wo ne me bɛpue anadwo yi?,今晚你愿意和我出去吗？
twi,chinese,Kofi taa boa me ma meyɛ me sukuu dwumadie,科菲经常帮助我做作业。
twi,chinese,Me nko ara meyɛ adwuma a me pɛ,我更喜欢独自工作。
twi,chinese,Ɛnyɛ Kofi na ɔsɔɔ egya a yɛtoɔ no,点燃篝火的不是科菲。
twi,chinese,Merebɔ me ho mmɔden sɛ mɛboa wo ama woayɛ onipa papa.,我正在努力帮助你成为一个更好的人。
twi,chinese,Me ne wokɔ mmom a sɛ ɛyɛ?,如果我和你一起去不是更好吗？
twi,chinese,Yenni sima mmiɛnsa mpo.,我们还有不到三分钟的时间。
twi,chinese,Mennyenni sɛ Kofi pɛ,我不认为科菲喜欢它。
twi,chinese,Ɛwɔ mu a Kofi kɔ Boston,科菲每隔一段时间就去波士顿一次。
twi,chinese,Nkrataa bebree retwɛn wo.,几十封信正在等待着您。
twi,chinese,Metoo mensa frɛɛ me nnamfo sɛ wɔmɛnom kɔfe,我邀请我的朋友过来喝咖啡。
twi,chinese,ɛyaw no ano ayɛ den,疼痛越来越严重。
twi,chinese,Aban no atoto akwan a ɔdeb3pagya timanmufo nnwuma,政府已采取措施促进国内工业发展。
twi,chinese,Mewɔ dan ketewa no a ewɔ efisuro mu hɔ.,我在阁楼。
twi,chinese,Mframa no mu yɛ nyunu,空气潮湿。
twi,chinese,Kofi kaa sɛ ne dictionary no wɔ ne kotokuo no mu,科菲说他的字典在他的包里。
twi,chinese,M'ani gyee mmere a na me ne Ama rekasa no,我和妈妈聊天很开心。
twi,chinese,Me nko ara mentumi nfa adwene,我无法自己做出决定。
twi,chinese,Menkae sɛ yɛmaa me saa akwan yi,我不记得有过选择。
twi,chinese,Na apple no te sɛn?,苹果怎么样了？
twi,chinese,Worekɔ akɔsua French?,你要去学法语吗？
twi,chinese,Nkurɔfoɔ a wɔte sorohɔ no ba fie anadwo dasuom,楼上的人深夜才回家。
twi,chinese,Ama pɛ bɔɔlobɔ pa ara.,阿妈喜欢踢足球。
twi,chinese,Wonnya mfaa nwoma no nkɔe?,你还没有归还那些书吗？
twi,chinese,Nnuru bɔne mmoroso na ekum Ama,阿玛因服药过量而死亡。
twi,chinese,Mepɛ akenkan,我读了很多。
twi,chinese,Mepa wokyɛw frɛ ayaresabea hyɛn.,请叫救护车。
twi,chinese,Ama tumi yɛ adwuma pii wɔ mmere tiawa mu.,阿玛很有生产力。
twi,chinese,Yɛrekɔ ara nono,我们要起飞了。
twi,chinese,Wofiri sɛ Ama adi mfie sɛn?,你认为阿玛有多年轻？
twi,chinese,Ama abɔ violin senkuo bɛboro mfie aduasa,ama 拉小提琴已有三十多年了。
twi,chinese,ɛnyɛ obiara na n'ani agye wɔ wei ho,并非所有人都对此感到高兴。
twi,chinese,Awia no rekɔtɔ,太阳正在沉入地平线以下。
twi,chinese,Wɔkyeree Ama,他们俘获了阿玛。
twi,chinese,Nnipa dodow nim no nanso onni nnamfo pii.,他的熟人很多，但朋友却很少。
twi,chinese,Mɛkɔ,我会离开。
twi,chinese,W'amaneɛ mu ketewa koraa nono.,这是你遇到的最小的问题。
twi,chinese,Ne nuabaa te Scotland.,她的姐姐住在苏格兰。
twi,chinese,Nea ɔmo yɛɛe no nyɛ,他们的做法是错误的。
twi,chinese,ɛbia na ɛwɔ sɛ me ne Ama kasa,也许我应该和妈妈谈谈。
twi,chinese,Mede me camera no fɛɛm no,我把相机借给了她。
twi,chinese,Mewɔ awerɛhyɛmu sɛ obiara bɛgye ato mu,我希望每个人都会同意。
twi,chinese,Menya m'awerɛtɔ,我会报仇的。
twi,chinese,ɛsɛ sɛ mekɔ fie kɔdi anwummere aduane,我得回家吃晚饭了。
twi,chinese,Ɔsa haw y3n nyinaa,战争影响着我们所有人。
twi,chinese,Abena hweree n'ahodeɛ bebree wɔ gya no mu,阿贝纳在火灾中失去了大部分财产。
twi,chinese,Wo yɛ ɔmo a wɔwɔ mfoni yi mu baako,你是这张照片中的人之一。
twi,chinese,Na ɛwɔ sɛ wɔsan hyɛ ase firi mfitiase,他们必须从头开始。
twi,chinese,Na ɛsɛ sɛ wɔhyɛ ase firi mfitiase,他们必须从头开始。
twi,chinese,Yɛani paa Abena so mmere a na yɛrekyɛkyɛ nsatoɔ no,我们发出邀请时忽略了阿贝纳的名字。
twi,chinese,Abena hyɛɛ me bɔ sɛ ɔbɛba fie ntɛm anwumere yi,阿贝纳答应今晚早点回家。
twi,chinese,Na wopɛ sɛ wohunu me anaa?,你想见我吗？
twi,chinese,"Nnante nnante asɛm no ho, ka no pɛpɛɛpɛ",不要拐弯抹角地说。
twi,chinese,Ͻkwatweakwa/ohufo a ɔwɔ nkwa ho hia sen ɔkokorodufo a watɔ,活着的懦夫胜过死去的英雄。
twi,chinese,Ͻsɔre homei,他站起来，深吸了一口气。
twi,chinese,Mewͻ anantwi apem ahanum,"我有 1,500 群牛。"
twi,chinese,Megyedi sɛ Abena yam hyew no,我敢打赌阿贝纳一定很惊讶。
twi,chinese,Aduru me so sɛ metwitwi nkukuw no mu,轮到我洗碗了。
twi,chinese,Na mogya asane afa fam hɔ nyinaa,地板上都是血。
twi,chinese,Mewɔ ha sɛ merebesua French,我来这里是学法语的。
twi,chinese,Mentumi nnyae wo nsammranebɔ,我对你赞不绝口。
twi,chinese,Agoru bɛsɔ a efiri anɔpa,先到先得。
twi,chinese,Abaamuwaa no bɔɔ ne ho mmɔden sɛ ɔrensu,男孩试图像个男人一样不哭。
twi,chinese,Memma me nsa so dabiara da.,我从不放弃。
twi,chinese,Kwame fee ne yere ne ne mma no.,夸梅想念他的妻子和孩子。
twi,chinese,Na mahae no nnera deda.,我前一天租的。
twi,chinese,Wopɛ sɛ wotumi ma Kwame gyae nea reyɛ no?,你想阻止夸梅吗？
twi,chinese,Piano senkuo no adi mfie sɛn?,这架钢琴有多少年了？
twi,chinese,Manyini awie ara nen,我实际上已经是一个成年人了。
twi,chinese,M'ani gye m'adwuma no ho.,我对我的工作很满意。
twi,chinese,Na ɛsɛ sɛ ɔka mpa mu.,他必须留在床上。
twi,chinese,Medwen sɛ saa na wokae,我以为你就是这么说的。
twi,chinese,Bɔ nnwom foforow ma yɛn,为我们播放另一首歌。
twi,chinese,Yɛfrɛ no sɛn?,它叫什么？
twi,chinese,Asɛ Kwame bedi nkunim.,看来夸梅可能会赢。
twi,chinese,Kwame ne Adwoa kasae ma ɔgye toomu sɛ ɔbɛboa John.,夸梅说服阿德沃亚帮助约翰。
twi,chinese,Kwame fa ɛhyɛn ne keteke na ɛba sukuu.,夸梅乘坐公共汽车和火车来学校。
twi,chinese,Yɛn ho bɛyɛ,我们应该没事的。
twi,chinese,Na Kwame ne Adwoa yɛ nnamfo pa ara.,kwame 和 adwoa 是好朋友。
twi,chinese,Deɛn na ɛbɛma woagye ato mu?,怎样才能说服你呢？
twi,chinese,Ka wɔ French kasa mu.,用法语说。
twi,chinese,"Kwame, me nua ni.",夸梅，这是我的表弟。
twi,chinese,Wɔahyɛ mmere ne faako a wɔbɛgye aware no.,他们确定了婚礼的时间和地点。
twi,chinese,Obi miaa pono no abɛn so,有人按门铃。
twi,chinese,Na obiara nim.,每个人都知道这一点。
twi,chinese,Adɛn na wokɔ so ma no sika?,你为什么一直给他钱？
twi,chinese,Kwame ntaade no atwamu.,夸梅的衣服已经过时了。
twi,chinese,Afei na mate ase yiye.,现在一切都有意义了。
twi,chinese,Wɔwaree anwumere a edi bronya da anim no.,他们在圣诞节前夕结婚了。
twi,chinese,Na medwene sɛ wo ne Kwame nni hɔ biom.,我以为你已经不再和夸梅约会了
twi,chinese,Ɛyaa ɔkeka ne mmɔwerew.,她有咬指甲的习惯。
twi,chinese,Kwame remma wunni yaw da.,夸梅永远不会伤害你。
twi,chinese,Abofra no hyɛɛ ase sui.,婴儿开始哭了。
twi,chinese,Kwame daa mpa no so.,夸梅躺在床上。
twi,chinese,Ɛne mmerante yi nkɔ,和这些人一起去吧。
twi,chinese,Mpataa bi yii ne ti firii nsu no mu.,一条鱼跃出水面。
twi,chinese,Mebɔɔ ka apem aha miɛnsa wɔ CD yi ho.,"我花了 3,000 日元买了一张新 CD。"
twi,chinese,Kwame bɛba ha anwumere yi.,夸梅今晚会过来。
twi,chinese,Wate bi da?,你听说过类似的事吗？
twi,chinese,Adwoa ne Pokua pɛ wɔn tirimuka,adwoa 和 pokua 重视他们的隐私。
twi,chinese,Mekae sɛ mɛhunu no da,我记得见过他一次。
twi,chinese,Yɛbɛtee ase sɛ ɛsɛ sɛ yɛboa dwumadie no.,我们得出的结论是我们应该支持该运动。
twi,chinese,Mfie akɛse wɔ kwan no ho,沿街有大房子。
twi,chinese,Ͻwɔ Picasso,他有一幅毕加索。
twi,chinese,Pokua gu so rehwehwɛ Abena,pokua仍在寻找adwoa。
twi,chinese,Pokua hwɛɛ Abena anim,pokua看向adwoa。
twi,chinese,Ͻte Yokohama,她住在横滨。
twi,chinese,Yi nneɛma abien yi mu baako,在这两者之间选择。
twi,chinese,Botae no ntɔ asom.,这不是一个好的理由。
twi,chinese,Ɛsɛ sɛ Pokua dwene awaregyae no ho yiye,pokua必须仔细考虑自己是否真的想离婚。
twi,chinese,Fa yɛn sika ma yɛn biom.,我们想要回我们的钱。
twi,chinese,Wo nneɛma nyinaa wɔ saa adaka no mu?,那个箱子里是你所有的东西吗？
twi,chinese,"Efiri nnɛ rekɔ, ɛyaa bɔ mmɔden sɛ wobɛba adwuma ntɛm",以后尽量准时到达办公室。
twi,chinese,Na ɛnyɛ Pokua adwene sɛ ɔbɛfom Adwoa,pokua并没有冒犯adwoa的意思。
twi,chinese,Mennyenni sɛ ɛbɛyɛ mmerɛ saa.,恐怕事情不会那么容易。
twi,chinese,Sekan n'ano nyɛ nam.,这把刀钝了。
twi,chinese,Mepa wo kyɛw metumi anya me bo,请问可以给我支票吗？
twi,chinese,Pokua too ne boase yiye na ɔyɛe,pokua做得非常仔细。
twi,chinese,Pokuaa ho bɛtɔ no/befiri mu,pokua 将会生存下来。
twi,chinese,Pokuaa reware kyena,pokua 即将结婚 pokuaorrow。
twi,chinese,Yaw kaa sɛ wabrɛ dodo nti ɔrentumi nsa,yaw 说他太累了，无法跳舞。
twi,chinese,Yaw reha Adwoa,偏航令人不安。
twi,chinese,Yaw yɛ panyin,偏航是一个成年人。
twi,chinese,Ɛyɛ ɔhaw kakra,这是一个很大的问题。
twi,chinese,Maka makyerɛ wo sɛ mfrɛ me Yaw,我已经告诉过你不要叫我偏航。
twi,chinese,Mannwene sɛ wobɛma me mmuae,我不指望你回复。
twi,chinese,Wo safoa wɔ he?,你的钥匙在哪里？
twi,chinese,Yɛtraa ahɔhodan bi a ne bo nyɛ den mu.,我们住在一家便宜的旅馆。
twi,chinese,Wobetumi abrɛ me kuntu?,你能给我拿条毯子吗？
twi,chinese,Yaw home nsisi so yiye,偏航几乎无法呼吸。
twi,chinese,Wowie a fabrɛ me,当你完成后我想要那些。
twi,chinese,Yaw reka asem no sɛnea ɛte pɛpɛɛpɛ/ada adi,偏航只是陈述显而易见的事实。
twi,chinese,Deɛn na ɛyɛɛ/ɛtoo Yaw?,我不知道偏航发生了什么事。
twi,chinese,Yɛkɔɔ tete nneɛma akorae hɔ.,我们去了博物馆。
twi,chinese,Wopɛ sɛ wohwehwɛ asɛm no mu?,你想调查一下吗？
twi,chinese,Mɛyɛ birbiara/ Memma m'ani mpa biribiara a ehia so.,我不会冒险。
twi,chinese,Ka kyerɛ Yaw sɛ ɔntwɛn,告诉偏航稍等一下。
twi,chinese,Wontumi nyɛ sei/yei,你不能这样做。
twi,chinese,Wɔreyi m'adi firi sɛ na mentae mma adwuma ntɛm,我被解雇了，因为我上班经常迟到。
twi,chinese,Medwene sɛ nea ɛsɛ sɛ woyɛ seesei nesɛ wudi biribi,我想你现在需要的是吃点东西。
twi,chinese,Owui no na wadi mfie aduonum nnan,她去世时享年 54 岁。
twi,chinese,Yebetumi ayɛ,我们可以处理这个问题。
twi,chinese,Meti gu so yɛ me yaw,我的头还疼。
twi,chinese,Saa haw no bi ara na mewɔ mu/ Saa asɛm no bi ara na m'ani tua,我在同一条船上。
twi,chinese,Yaw de krataa a efi Santa Claus no kyerɛɛ me,偏航给她看了圣诞老人的来信。
twi,chinese,Yɛbɔ yɛn ho sonkahyire,我们为自己感到非常自豪。
twi,chinese,Na ɛyɛ basabasayɛ nko ara,这是纯粹的混乱。
twi,chinese,Obiara nim no wɔ kurom hɔ,镇上所有人都认识他。
twi,chinese,Manka ankyerɛ Yaw sɛ ɔnkɔ hɔ,我没有要求偏航去那里。
twi,chinese,Yaw yɛ nipa bɔne ni/ Yaw tirim wɔ sum.,yaw是一个邪恶的人。
twi,chinese,Anibere ne botae a na ɛtaa okum n'akyi.,嫉妒是谋杀的动机。
twi,chinese,Ɛbɛyɛ sɛ afifide no wuwui efisɛ obiara amma so nsu.,这些植物肯定已经死了，因为没有人给它们浇水。
twi,chinese,Yaw nkae nea esii nnera anadwo mpo,yaw甚至不记得昨晚发生了什么。
twi,chinese,Fa kye me sɛ mama wakyɛre saa.,很抱歉让您久等了。
twi,chinese,Ataade yi kɔ wo,这件外套适合你。
twi,chinese,Yaw nnim hwee,偏航毫无头绪。
twi,chinese,Na ɔretie nnwom wɔ ne dan mu hɔ,他正在房间里听音乐。
twi,chinese,Mepa wo kyɛw kyerɛ me baabi a wɔfa kai no,请告诉我公共汽车站在哪里。
twi,chinese,Nwoma a na worehwehwɛ no nie,这是您要找的书。
twi,chinese,"Na mempɛ sɛ mɛkɔ, nanso na ɛsɛ sɛ metumi kɔ",我不想去，但我必须去。
twi,chinese,Akongua biara nni dan no mu biom...,房间里没有剩下任何家具。
twi,chinese,Yaw bɛba kyena,偏航明天就会回来。
twi,chinese,"Anyɛ yiye koraa no, ɛfata sɛ yɛkenkan nhoma ahorow yi pɛnkoro.",这些书至少值得读一次。
twi,chinese,"Midi anwumere aduane wie a, mepue.",吃完晚饭我就出去。
twi,chinese,Mmere sɛn ni na Yaw ayare?,雅病病了多久了？
twi,chinese,Bue wo nwoma no kɔ kratafa a ɛtɔ so aduonum nkron.,打开你的书到第 59 页。
twi,chinese,Fakyɛ me sɛ makyɛre,抱歉我迟到了。
twi,chinese,Mepɛ sɛ mihunu w'adwenkyerɛ,我想知道你的意见。
twi,chinese,"Nea yɛbɛyɛ nnɛ ara no no, mabrɛ",今天就够了。我累了。
twi,chinese,Wɔnim Yaw yiye sɛ nnwomtoni,yaw是一位众所周知的歌手。
twi,chinese,Nea Yaw kae no yɛ ampa,偏航说的是对的。
twi,chinese,Yaw se yɛ fɛw,偏航有完美的牙齿。
twi,chinese,Me nananom ba sukuu wɔ ha.,我的孙子就读这所学校。
twi,chinese,Midi nkosua anɔpa biara,我早餐总是吃鸡蛋。
twi,chinese,Mennye nni sɛ Yaw yɛ dɔketa,我怀疑yaw真的是一名医生。
twi,chinese,Mikyi m'ani akyi nwii,我讨厌我的眉毛。
twi,chinese,Yaw kyerɛwee,偏航记录了它。
twi,chinese,Mɛnkɔ mmeretiawa yi mu,现在离开还为时过早。
twi,chinese,Yaw akatua yɛ mede mmɔho mmiensa,偏航的收入是我的三倍。
twi,chinese,Mempɛ wiemhyɛn mu akwantu,我不喜欢乘飞机旅行。
twi,chinese,Na ɛsɛ sɛ metɔ ade/biribi wɔ sotɔɔ no mu nanso mewerefiie,我需要去超市买一些东西，但我忘了取。
twi,chinese,Misusuw nea enti a ɔreteetee saa no ho.,我想知道她为什么这么担心。
twi,chinese,M'adwenkyerɛ ne sɛ ohia ma adwendwen,我认为需要是发明之母。
twi,chinese,"Mebɔtɔ no akyɛre dodo, ɛsɛ sɛ metɔ foforow",我的包太旧了。我必须买一件新的。
twi,chinese,Hwan na obisaa wo?,谁问你了？
twi,chinese,Yaw dwenee Adwoa ho anadwo no nyinaa a wanna,yaw 几乎整晚都睡不着，想着 adwoa。
twi,chinese,Woresɛe wommere,你只是在浪费时间。
twi,chinese,Anonom (nonom),吸收
twi,chinese,Ne mirika,加速度
twi,chinese,soro nsu a asid wom,酸雨
twi,chinese,Adeyɔ,行动
twi,chinese,Fa wo ho gye mu (sakra/sesa),适应
twi,chinese,Sɛ wode woho regye (nsakrae/nsesae),适应
twi,chinese,Danedane,调整
twi,chinese,ɔpanyin,成人
twi,chinese,Ediboa/mfaso a ɛwɔ biribi so,优势
twi,chinese,Ka a ɛka obi/biribi,影响
twi,chinese,Mframa,空气
twi,chinese,mframa mu duru,气团
twi,chinese,mframa tumi,气压
twi,chinese,mframa a ɛkotia,空气阻力
twi,chinese,Ɛsesa sesa,备用
twi,chinese,Ɛnne a ɛwɔ soro/fam,中音
twi,chinese,Ne dodoɔ,数量
twi,chinese,Aboa a otumi tena nsuo mu ne asase so,两栖类
twi,chinese,Abuso,振幅
twi,chinese,Hwehwɛ mu,分析
twi,chinese,Abosuo (mmoa bɔbea),解剖学
twi,chinese,Nananom,祖先
twi,chinese,Tete,古老的
twi,chinese,Afidie a esusu mframa mmirika,风速计
twi,chinese,Aboa,动物
twi,chinese,Mmoadoma,动物界
twi,chinese,Aduro a ɛkotia mmoawa,抗生素
twi,chinese,Aduro bi a ɛwɔ nipadua mu yɛde ko tia yareɛ,抗体
twi,chinese,ɛfata di dwuma),安韦纳德
twi,chinese,Yɛde di dwuma (adwinnade),器具
twi,chinese,Fa yɛ adwuma(fa di dwuma),申请
twi,chinese,Ɛfata,合适的
twi,chinese,Fa w’anibu,大约
twi,chinese,Hyehyɛ,安排
twi,chinese,Ntini a mogya a efri akomam no fa mu,动脉
twi,chinese,Aboa a onni kasɛɛ,节肢动物
twi,chinese,Onni bɔbeasu,无性的
twi,chinese,Boa ano,集合
twi,chinese,Wiemboba,小行星
twi,chinese,Nimdefoɔ ɔhwɛ wiemu nneɛma,天文学家
twi,chinese,Ewiem nsɛm,气氛
twi,chinese,Atom nɔma,原子序数
twi,chinese,Twe ba wo ho,吸引
twi,chinese,Ɛyɛ dɛn ara a ɛbɛba (Ɛtaa yɛ ade a nipa/afoforo mmoa nkaho),自动的
twi,chinese,Ɛwɔ hɔ,可用的
twi,chinese,Ntwaho dua,轴
twi,chinese,Aboawa,细菌
twi,chinese,Nsɛneɛ (Nsɛnia/ Ɛyɛ pɛ),平衡
twi,chinese,forces Ahoɔden a ahodoɔ a ɛyɛ pɛ (tumi hororw a ɛyɛ pɛ),均衡
twi,chinese,Nkonta mu nfonin,条形图
twi,chinese,Ɛho da hɔ,裸
twi,chinese,Afidie a esusu eweim tumi,晴雨表
twi,chinese,Batre,电池
twi,chinese,Mpa,床
twi,chinese,Suban,行为
twi,chinese,Ediboa/mfaso a ɛwɔ so,有利
twi,chinese,Nnepa/mfaso,益处
twi,chinese,Papapaa a ɛwɔ mu (nea eye paa),最好的
twi,chinese,Kwan a ewiase hyɛɛ aseɛ,大爆炸
twi,chinese,Emu paepae mmienu,二元裂变
twi,chinese,Tumi a efri nnua hyeɛ mu,生物量
twi,chinese,Anomaa,鸟
twi,chinese,Bɔ w’ani,眨
twi,chinese,Asukɔkyea (asukɔtweaa) a ano yɛ den,暴风雪
twi,chinese,Si kwan,堵塞
twi,chinese,Mogya mu adeɛ (nneɛma),血液组织
twi,chinese,Ntini a mogya fa mu,血管
twi,chinese,Eyi nhwere (ɛyɛ frɔmfrɔm/egu nhwiren),开花
twi,chinese,Ehuru,熬
twi,chinese,Berɛ a ehuru,沸点
twi,chinese,Dompe mu adeɛ,骨组织
twi,chinese,Ehurihuri,弹跳
twi,chinese,Adwene (amemene),脑
twi,chinese,Ntini nketenkete wɔ aherawa mu,支气管
twi,chinese,Bɔ no boa (ka bom/kyekyere),捆
twi,chinese,Etumi tetɛ nsu ani (emu yɛ hare),浮力
twi,chinese,Tumi a etumi ma adeɛ tetɛ nsuo ani,浮力
twi,chinese,Kalseɔm,钙
twi,chinese,Afidie a yɛde yɛ nkonta,计算器
twi,chinese,Aduane duro,卡路里
twi,chinese,Afidie a etwa nfonin,相机
twi,chinese,Ayɛ ne ho sɛ,伪装
twi,chinese,Kokoram,癌症
twi,chinese,Ntini nketenkete paa,毛细管
twi,chinese,Kyere,捕获
twi,chinese,Kabohaidrete,糖类
twi,chinese,Kaabɔn,碳
twi,chinese,Kaabɔn a oksegen mmienu tareho (mframa bɔne),二氧化碳 (CO2)
twi,chinese,Akoma ne ntini ho nhyehyɛeɛ,心血管系统
twi,chinese,Aboa a ɔwe mmoa foforɔ nkoa (Aboa a ɔwe nam mononkutoo),肉食动物
